geometry,guidance,nFan,seed,status,configHash,leaderLeader,fanOwnCap,fanForeignCap,fanFanSame,fanFanCross,totalCollisions,minLeaderGap,minFanCapGap,minFanFanGap,redRMS,goldRMS,redPeak,goldPeak,stopsRed,stopsGold,steps,firstCollisionRelCPA,runtimeSec
headon,waypoint,1,8,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.1802,16.3014,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.61
headon,waypoint,1,11,ok,f10d62c73d,0,0,0,0,0,0,3.5299,2.0871,10.5308,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,1,23,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.8749,16.6212,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,1,42,ok,f10d62c73d,0,0,0,0,0,0,3.5299,9.6135,16.4065,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.6
headon,waypoint,1,77,ok,f10d62c73d,0,0,0,0,0,0,3.5299,6.2346,18.2284,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,1,101,ok,f10d62c73d,0,0,0,0,0,0,3.5299,9.6066,36.3856,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.61
headon,waypoint,1,144,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.516,38.5633,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.59
headon,waypoint,1,200,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.9061,13.3469,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.61
headon,waypoint,1,256,ok,f10d62c73d,0,0,0,0,0,0,3.5299,10.2411,25.1067,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.59
headon,waypoint,1,314,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.1727,19.8338,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.57
headon,waypoint,1,400,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.158,13.9137,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.58
headon,waypoint,1,512,ok,f10d62c73d,0,0,0,0,0,0,3.5299,1.1357,16.8292,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.58
headon,waypoint,1,613,ok,f10d62c73d,0,0,0,0,0,0,3.5299,9.5627,34.1161,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,1,700,ok,f10d62c73d,0,0,0,0,0,0,3.5299,2.1026,11.4509,2.712,1.9133,6.9381,5.3286,0,0,9635,,4.4
headon,waypoint,1,808,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.2596,16.7666,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.59
headon,waypoint,1,900,ok,f10d62c73d,0,0,0,0,0,0,3.5299,6.6978,38.4052,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,1,1024,ok,f10d62c73d,0,0,0,0,0,0,3.5299,13.6507,21.7464,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.57
headon,waypoint,1,1111,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.6027,37.152,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.57
headon,waypoint,1,1234,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.1513,17.0471,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.56
headon,waypoint,1,1337,ok,f10d62c73d,0,0,0,0,0,0,3.5299,4.8693,17.6426,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.56
headon,waypoint,2,8,ok,f10d62c73d,0,0,0,0,0,0,3.5299,13.5798,12.5204,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,2,11,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.2555,3.679,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,2,23,ok,f10d62c73d,0,0,0,0,0,0,3.5299,16.1741,12.443,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,2,42,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.7096,12.2548,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,2,77,ok,f10d62c73d,0,0,0,0,0,0,3.5299,5.666,8.4484,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.67
headon,waypoint,2,101,ok,f10d62c73d,0,0,0,0,0,0,3.5299,1.2723,11.7952,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.7
headon,waypoint,2,144,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.8899,18.2864,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,2,200,ok,f10d62c73d,0,0,0,0,0,0,3.5299,3.6458,17.2763,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,2,256,ok,f10d62c73d,0,0,0,0,0,0,3.5299,10.9572,3.8459,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,2,314,ok,f10d62c73d,0,0,0,0,0,0,3.5299,4.6192,8.8393,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,2,400,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.1411,17.7806,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,2,512,ok,f10d62c73d,0,0,0,0,0,0,3.5299,10.8448,9.0808,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,2,613,ok,f10d62c73d,0,0,0,0,0,0,3.5299,10.1949,9.1789,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,2,700,ok,f10d62c73d,0,0,0,0,0,0,3.5299,5.0865,17.2864,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,2,808,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.1336,9.9967,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.68
headon,waypoint,2,900,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.616,10.0523,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.72
headon,waypoint,2,1024,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.6042,18.2613,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,2,1111,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.2473,9.6074,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.68
headon,waypoint,2,1234,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.2905,15.5589,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,2,1337,ok,f10d62c73d,0,0,0,0,0,0,3.5299,6.1047,12.0883,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,3,8,ok,f10d62c73d,0,0,0,0,0,0,3.5299,15.5776,2.4165,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,3,11,ok,f10d62c73d,0,0,0,0,0,0,3.5299,9.6962,12.2976,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,3,23,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.4476,8.9371,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,3,42,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.5247,8.4667,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,3,77,ok,f10d62c73d,0,0,0,0,0,0,3.5299,3.7407,5.8772,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,3,101,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.1988,6.023,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,3,144,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.809,7.2448,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.72
headon,waypoint,3,200,ok,f10d62c73d,0,0,0,0,0,0,3.5299,4.4023,5.0627,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,3,256,ok,f10d62c73d,0,0,0,0,0,0,3.5299,5.3106,7.901,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.71
headon,waypoint,3,314,ok,f10d62c73d,0,0,0,0,0,0,3.5299,5.595,12.9405,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,3,400,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.236,5.2296,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,3,512,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.7047,4.2117,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.63
headon,waypoint,3,613,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.0948,11.9114,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,3,700,ok,f10d62c73d,0,0,0,0,0,0,3.5299,6.3589,5.9349,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,3,808,ok,f10d62c73d,0,0,0,0,0,0,3.5299,4.5941,11.5619,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,3,900,ok,f10d62c73d,0,0,1,0,0,1,3.5299,0.3346,6.8786,2.712,1.9133,6.9381,5.3286,0,0,9635,34.0,3.63
headon,waypoint,3,1024,ok,f10d62c73d,0,0,0,0,0,0,3.5299,13.5259,5.4966,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.6
headon,waypoint,3,1111,ok,f10d62c73d,0,0,0,0,0,0,3.5299,3.3399,10.5108,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,3,1234,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.199,5.566,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.62
headon,waypoint,3,1337,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.6098,1.9678,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.6
headon,waypoint,4,8,ok,f10d62c73d,0,0,0,0,0,0,3.5299,5.5499,13.4448,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,4,11,ok,f10d62c73d,0,0,0,0,0,0,3.5299,9.5589,4.7579,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,4,23,ok,f10d62c73d,0,0,0,0,0,0,3.5299,8.5912,1.7129,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.69
headon,waypoint,4,42,ok,f10d62c73d,0,0,0,0,0,0,3.5299,3.4316,9.9252,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.68
headon,waypoint,4,77,ok,f10d62c73d,0,0,0,0,0,0,3.5299,10.1072,15.1487,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.69
headon,waypoint,4,101,ok,f10d62c73d,0,0,0,0,0,0,3.5299,3.3106,8.136,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,4,144,ok,f10d62c73d,0,0,0,0,0,0,3.5299,3.3105,2.8972,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
headon,waypoint,4,200,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.0302,3.4898,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.72
headon,waypoint,4,256,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.3447,9.7107,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.67
headon,waypoint,4,314,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.4134,6.8355,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,4,400,ok,f10d62c73d,0,0,0,0,0,0,3.5299,11.6108,11.7551,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.65
headon,waypoint,4,512,ok,f10d62c73d,0,0,0,0,0,0,3.5299,7.0602,6.6195,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.67
headon,waypoint,4,613,ok,f10d62c73d,0,0,0,0,0,0,3.5299,12.7316,3.4956,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.66
headon,waypoint,4,700,ok,f10d62c73d,0,0,0,0,0,0,3.5299,10.6252,2.6636,2.712,1.9133,6.9381,5.3286,0,0,9635,,3.64
